date,geography,geography code,Age of arrival in the UK: Total: All usual residents; measures: Value,Age of arrival in the UK: Born in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 15 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over; measures: Value
2021,Coventry 043A,E01009588,1585,1238,347,44,13,4,18,8,15,27,74,70,60,13,1,0,0,0,0
2021,Coventry 043B,E01009592,1717,1146,571,55,26,13,36,9,22,31,136,115,101,25,1,1,0,0,0
2021,Coventry 043C,E01009596,2080,1321,759,62,30,22,55,10,36,76,161,140,117,40,5,5,0,0,0
2021,Coventry 043D,E01009597,1884,1245,639,68,33,16,47,18,35,46,126,97,111,38,0,2,1,0,1
2021,Coventry 043E,E01032587,1808,1350,458,51,37,15,27,9,12,26,80,82,90,20,5,4,0,0,0
2021,Dudley 001A,E01009763,2239,2068,171,33,10,5,12,2,5,8,26,26,33,11,0,0,0,0,0
2021,Dudley 001B,E01009764,1482,1424,58,6,2,2,5,2,2,6,14,10,8,1,0,0,0,0,0
2021,Dudley 001C,E01009767,1529,1456,73,11,5,3,5,1,4,2,16,11,12,3,0,0,0,0,0
2021,Dudley 001D,E01009769,1842,1656,186,20,8,3,11,1,8,10,31,43,32,13,1,4,1,0,0
2021,Dudley 001E,E01009770,1459,1332,127,8,5,5,17,3,11,9,25,17,20,7,0,0,0,0,0
2021,Dudley 002A,E01009773,1537,1487,50,8,2,0,4,0,2,2,9,6,12,5,0,0,0,0,0
2021,Dudley 002B,E01009777,1563,1513,50,9,1,1,5,0,0,2,4,4,23,0,0,1,0,0,0
2021,Dudley 002C,E01009778,1585,1531,54,8,1,1,5,0,3,7,12,6,9,0,2,0,0,0,0
2021,Dudley 002D,E01009895,1382,1331,51,9,4,0,6,0,2,2,10,7,9,2,0,0,0,0,0
2021,Dudley 003A,E01009896,1448,1415,33,9,0,0,2,0,1,1,6,9,4,0,0,0,1,0,0
2021,Dudley 003B,E01009897,1406,1387,19,7,1,0,0,0,1,1,1,4,4,0,0,0,0,0,0
2021,Dudley 003C,E01009898,1446,1405,41,5,1,0,2,2,3,2,10,6,5,4,1,0,0,0,0
2021,Dudley 003D,E01009901,1389,1318,71,13,2,2,8,0,8,7,14,8,8,1,0,0,0,0,0
2021,Dudley 003E,E01009902,1210,1171,39,4,3,3,0,0,0,2,12,3,8,4,0,0,0,0,0
2021,Dudley 004A,E01009765,1603,1529,74,8,2,3,7,0,6,5,15,13,10,3,1,1,0,0,0
2021,Dudley 004B,E01009766,1558,1487,71,7,2,5,6,0,4,13,15,5,9,2,2,1,0,0,0
2021,Dudley 004C,E01009768,1380,1268,112,9,4,6,10,1,2,14,26,13,20,4,1,2,0,0,0
2021,Dudley 004D,E01009771,1423,1388,35,6,3,0,2,0,2,4,8,5,5,0,0,0,0,0,0
2021,Dudley 004E,E01009775,1503,1401,102,14,8,3,8,3,4,3,23,13,20,2,0,1,0,0,0
2021,Dudley 004F,E01009776,1562,1495,67,9,5,2,8,0,2,4,11,11,10,2,0,0,0,3,0
2021,Dudley 005A,E01009758,1777,1617,160,15,11,6,10,4,4,15,21,30,31,10,1,1,1,0,0
2021,Dudley 005B,E01009760,1333,1240,93,9,6,6,4,0,7,12,17,12,14,4,2,0,0,0,0
2021,Dudley 005C,E01009772,1281,1239,42,7,3,1,3,3,1,0,9,3,10,2,0,0,0,0,0
2021,Dudley 005D,E01009774,1610,1542,68,14,3,6,6,1,1,5,12,12,7,1,0,0,0,0,0
2021,Dudley 005E,E01009788,1575,1490,85,11,4,1,9,0,3,3,13,17,20,1,1,2,0,0,0
2021,Dudley 006B,E01009756,1539,1279,260,24,13,18,24,4,8,22,38,45,50,10,1,1,2,0,0
2021,Dudley 006C,E01009757,2165,1841,324,32,23,12,24,7,12,12,57,61,68,10,1,2,3,0,0
2021,Dudley 006D,E01009759,1265,1188,77,10,5,0,12,4,5,5,14,12,7,3,0,0,0,0,0
2021,Dudley 006F,E01009762,1477,1327,150,19,14,2,7,1,2,8,25,37,30,4,1,0,0,0,0
2021,Dudley 006H,E01034306,1712,1511,201,23,13,4,15,1,6,13,50,30,35,11,0,0,0,0,0
2021,Dudley 006I,E01034307,1733,1432,301,29,11,11,28,4,10,12,53,42,82,15,1,2,1,0,0
2021,Dudley 007A,E01009781,1983,1903,80,10,4,3,7,2,1,6,17,11,12,4,0,3,0,0,0
2021,Dudley 007B,E01009786,1456,1388,68,6,2,2,5,2,4,7,14,12,10,2,0,1,1,0,0
2021,Dudley 007C,E01009789,1441,1410,31,3,3,1,3,1,2,2,4,5,7,0,0,0,0,0,0
2021,Dudley 007D,E01009790,1602,1529,73,8,3,0,7,0,3,5,16,10,12,6,0,3,0,0,0
2021,Dudley 008A,E01009779,1412,1366,46,3,0,1,3,0,3,7,12,6,10,1,0,0,0,0,0
2021,Dudley 008B,E01009782,1871,1813,58,11,2,2,2,0,1,5,13,9,11,2,0,0,0,0,0
2021,Dudley 008C,E01009783,1479,1446,33,9,0,2,2,2,0,3,6,4,5,0,0,0,0,0,0
2021,Dudley 008D,E01009785,1485,1448,37,8,2,1,1,0,0,0,11,1,9,4,0,0,0,0,0
2021,Dudley 008E,E01009899,1381,1363,18,2,1,0,1,2,0,4,4,1,1,2,0,0,0,0,0
2021,Dudley 008F,E01009900,1396,1378,18,3,0,3,0,0,0,3,2,3,1,1,2,0,0,0,0
2021,Dudley 009A,E01009780,2154,1998,156,25,13,9,12,2,3,9,26,15,39,3,0,0,0,0,0
2021,Dudley 009B,E01009784,1559,1467,92,6,10,4,5,3,5,6,20,16,14,2,0,1,0,0,0
2021,Dudley 009C,E01009787,1480,1422,58,6,7,2,11,1,4,8,5,7,5,2,0,0,0,0,0
2021,Dudley 009D,E01009880,1535,1404,131,15,15,5,13,4,5,13,18,18,23,2,0,0,0,0,0
2021,Dudley 009E,E01009882,1431,1265,166,17,7,3,16,1,9,16,40,24,22,9,1,1,0,0,0
2021,Dudley 010A,E01009891,1866,1447,419,47,23,7,22,5,19,22,92,78,83,19,2,0,0,0,0
2021,Dudley 010B,E01009892,1631,1099,532,73,18,18,39,14,24,33,108,81,81,32,6,4,0,1,0
2021,Dudley 010C,E01009893,1906,1365,541,53,23,16,57,9,14,28,115,76,112,32,4,2,0,0,0
2021,Dudley 010D,E01009894,1714,1444,270,30,10,13,26,5,7,32,53,39,42,13,0,0,0,0,0
2021,Dudley 011A,E01009844,1609,1182,427,39,27,16,38,6,18,24,69,59,103,27,0,1,0,0,0
2021,Dudley 011B,E01009879,2383,1950,433,41,33,17,38,9,13,29,87,55,90,17,1,3,0,0,0
2021,Dudley 011D,E01009885,1616,1179,437,31,15,17,31,8,17,33,92,79,82,28,3,1,0,0,0
2021,Dudley 011E,E01034308,1477,1060,417,42,27,13,33,7,20,23,83,60,76,28,0,2,3,0,0
2021,Dudley 011F,E01034309,1294,841,453,34,17,18,26,5,14,18,77,81,125,30,5,3,0,0,0
2021,Dudley 012A,E01009816,1661,1606,55,10,3,2,4,1,1,3,11,6,9,2,2,0,1,0,0
2021,Dudley 012B,E01009817,1248,1207,41,15,1,1,2,1,0,1,8,7,5,0,0,0,0,0,0
2021,Dudley 012C,E01009819,1497,1436,61,10,4,3,5,0,3,0,13,8,10,5,0,0,0,0,0
2021,Dudley 012D,E01009820,1498,1462,36,7,2,2,6,0,1,2,7,1,6,2,0,0,0,0,0
2021,Dudley 013A,E01009748,1656,1501,155,18,9,2,10,0,3,6,24,37,42,3,1,0,0,0,0
2021,Dudley 013B,E01009839,1826,1473,353,43,15,7,31,8,8,21,81,50,62,26,0,1,0,0,0
2021,Dudley 013C,E01009883,1546,1410,136,10,4,7,14,1,4,7,30,25,25,8,0,1,0,0,0
2021,Dudley 013D,E01009884,1434,1200,234,17,11,6,15,3,6,6,35,54,68,13,0,0,0,0,0
2021,Dudley 013E,E01009886,1956,1763,193,20,8,6,11,3,12,10,31,27,48,12,1,2,2,0,0
2021,Dudley 014A,E01009814,1284,1265,19,6,1,0,1,1,1,0,5,3,1,0,0,0,0,0,0
2021,Dudley 014B,E01009815,1271,1243,28,7,1,1,1,1,2,1,3,2,8,1,0,0,0,0,0
2021,Dudley 014C,E01009818,1225,1164,61,23,3,0,0,0,0,11,10,4,7,3,0,0,0,0,0
2021,Dudley 014D,E01009821,1303,1275,28,6,0,2,3,0,2,1,5,3,5,1,0,0,0,0,0
2021,Dudley 014E,E01009822,1484,1433,51,11,3,0,5,0,1,2,7,7,15,0,0,0,0,0,0
2021,Dudley 015A,E01009887,1841,1454,387,52,12,14,57,12,16,24,71,38,69,16,2,3,1,0,0
2021,Dudley 015B,E01009888,1773,1573,200,24,12,7,12,1,9,24,37,29,37,5,2,0,0,1,0
2021,Dudley 015C,E01009889,2855,1896,959,104,52,30,69,22,45,50,175,154,184,55,5,10,4,0,0
2021,Dudley 015D,E01009890,1851,1541,310,50,26,17,18,3,8,13,65,41,49,14,1,5,0,0,0
2021,Dudley 016A,E01009749,2371,2259,112,14,7,2,6,2,2,7,19,25,24,1,2,0,1,0,0
2021,Dudley 016B,E01009750,1487,1412,75,9,3,3,4,2,2,3,10,15,18,3,2,1,0,0,0
2021,Dudley 016C,E01009823,1303,1277,26,3,1,2,4,0,1,2,4,5,3,1,0,0,0,0,0
2021,Dudley 016D,E01009824,1900,1833,67,7,4,2,1,0,2,4,12,14,20,1,0,0,0,0,0
2021,Dudley 017A,E01009751,1515,1400,115,10,5,4,6,0,10,6,20,19,32,3,0,0,0,0,0
2021,Dudley 017B,E01009752,1642,1533,109,14,9,4,4,0,5,6,22,19,24,2,0,0,0,0,0
2021,Dudley 017C,E01009753,1592,1486,106,11,4,2,11,2,4,7,19,17,19,9,0,1,0,0,0
2021,Dudley 017D,E01009754,1713,1563,150,10,5,9,9,3,6,25,23,33,24,1,1,0,1,0,0
2021,Dudley 017E,E01009841,1584,1374,210,18,12,6,9,1,10,6,36,49,49,7,3,4,0,0,0
2021,Dudley 018A,E01009840,1511,1064,447,53,20,18,38,9,24,38,81,65,75,20,3,1,2,0,0
2021,Dudley 018B,E01009842,1534,1316,218,22,16,9,18,6,11,11,36,31,41,15,2,0,0,0,0
2021,Dudley 018C,E01009843,1487,1401,86,14,5,1,5,1,3,7,12,17,14,4,1,2,0,0,0
2021,Dudley 018D,E01009871,1990,1825,165,20,10,9,9,0,9,9,32,23,37,6,1,0,0,0,0
2021,Dudley 018E,E01009875,1550,1439,111,13,3,6,11,1,6,6,20,16,20,8,1,0,0,0,0
2021,Dudley 019A,E01009825,1438,1409,29,2,3,0,0,2,4,1,4,4,9,0,0,0,0,0,0
2021,Dudley 019B,E01009826,1429,1405,24,3,0,1,2,4,3,2,3,4,2,0,0,0,0,0,0
2021,Dudley 019C,E01009827,1623,1588,35,7,1,3,1,1,1,5,8,6,0,2,0,0,0,0,0
2021,Dudley 019D,E01009828,1291,1251,40,7,3,4,1,4,1,4,5,2,9,0,0,0,0,0,0
2021,Dudley 019E,E01009829,1492,1466,26,5,0,0,0,1,0,2,10,5,2,0,1,0,0,0,0
2021,Dudley 019F,E01009830,1658,1620,38,7,4,3,2,0,3,0,6,4,7,0,0,1,1,0,0
2021,Dudley 020A,E01009872,1349,1230,119,12,7,3,13,4,11,7,19,18,18,6,1,0,0,0,0
2021,Dudley 020B,E01009873,1539,1426,113,7,6,1,9,4,10,7,24,18,24,1,0,1,1,0,0
2021,Dudley 020C,E01009874,1611,1500,111,15,6,2,5,2,4,7,23,22,22,3,0,0,0,0,0
2021,Dudley 020D,E01009876,1642,1542,100,16,10,3,7,2,1,7,15,14,23,2,0,0,0,0,0
2021,Dudley 020E,E01009877,1662,1577,85,17,3,1,5,0,7,4,10,14,19,3,1,1,0,0,0
2021,Dudley 021A,E01009911,1232,1192,40,5,3,1,4,1,1,5,8,6,5,1,0,0,0,0,0
2021,Dudley 021B,E01009912,2022,1974,48,6,4,2,3,0,2,2,7,8,11,1,0,2,0,0,0
2021,Dudley 021C,E01009913,1526,1493,33,9,2,0,2,1,2,1,4,6,5,1,0,0,0,0,0
2021,Dudley 021D,E01009914,1337,1311,26,2,3,2,1,3,2,0,6,3,2,0,1,1,0,0,0
2021,Dudley 021E,E01009915,1683,1632,51,9,6,2,2,0,0,1,6,9,16,0,0,0,0,0,0
2021,Dudley 021F,E01009916,1689,1650,39,8,3,2,2,1,1,3,9,5,5,0,0,0,0,0,0
2021,Dudley 022A,E01009741,2036,1733,303,25,19,7,38,5,6,14,67,45,60,15,2,0,0,0,0
2021,Dudley 022B,E01009744,2152,1898,254,22,13,7,27,5,6,22,57,29,42,21,0,3,0,0,0
2021,Dudley 022C,E01009746,1981,1606,375,21,13,7,23,10,21,40,96,63,59,19,1,2,0,0,0
2021,Dudley 022D,E01009747,1543,1421,122,13,7,2,3,0,3,10,27,23,29,4,0,1,0,0,0
2021,Dudley 023A,E01009731,1595,1526,69,13,4,1,7,2,2,3,12,14,10,1,0,0,0,0,0
2021,Dudley 023B,E01009740,2173,2049,124,29,4,1,6,4,2,5,22,12,35,3,0,1,0,0,0
2021,Dudley 023C,E01009742,1580,1540,40,7,1,5,1,0,1,3,1,6,13,2,0,0,0,0,0
2021,Dudley 023D,E01009743,1816,1747,69,12,2,2,6,2,0,9,12,14,9,1,0,0,0,0,0
2021,Dudley 023E,E01009745,1716,1667,49,7,0,6,1,1,3,2,9,11,7,2,0,0,0,0,0
2021,Dudley 024A,E01009917,1186,1160,26,3,1,0,3,0,3,3,4,3,5,1,0,0,0,0,0
2021,Dudley 024B,E01009918,1427,1412,15,4,3,1,1,0,0,0,4,2,0,0,0,0,0,0,0
2021,Dudley 024C,E01009919,1138,1120,18,5,1,1,2,0,1,1,5,0,1,1,0,0,0,0,0
2021,Dudley 024D,E01009920,1601,1551,50,9,4,1,4,1,3,3,3,9,12,0,0,1,0,0,0
2021,Dudley 025A,E01009864,1531,1446,85,8,3,2,3,2,5,7,19,9,21,4,0,2,0,0,0
2021,Dudley 025B,E01009865,1581,1524,57,8,2,1,3,0,2,6,14,10,11,0,0,0,0,0,0
2021,Dudley 025C,E01009866,1663,1553,110,15,3,2,5,4,8,10,7,25,25,6,0,0,0,0,0
2021,Dudley 025D,E01009867,1721,1647,74,12,2,4,9,2,3,1,20,10,8,1,0,1,1,0,0
2021,Dudley 025E,E01009878,2240,2147,93,13,4,4,10,1,5,5,21,10,14,1,1,4,0,0,0
2021,Dudley 026A,E01009791,1546,1398,148,16,13,4,18,2,9,11,32,20,17,4,0,0,2,0,0
2021,Dudley 026B,E01009792,1586,1385,201,29,17,8,16,4,5,12,47,35,24,3,0,0,1,0,0
2021,Dudley 026C,E01009795,1718,1409,309,28,11,11,27,5,13,30,59,41,56,18,3,6,0,1,0
2021,Dudley 026D,E01009796,1642,1463,179,27,9,7,18,5,8,7,38,25,27,6,1,1,0,0,0
2021,Dudley 026E,E01009798,2401,2108,293,37,19,10,21,3,10,15,60,46,53,16,1,2,0,0,0
2021,Dudley 027A,E01009719,1392,1337,55,8,1,0,7,1,2,1,14,8,12,1,0,0,0,0,0
2021,Dudley 027B,E01009722,1295,1271,24,4,0,1,0,0,1,5,3,3,6,0,1,0,0,0,0
2021,Dudley 027C,E01009727,1323,1274,49,8,4,0,2,1,3,4,9,1,12,5,0,0,0,0,0
2021,Dudley 027D,E01009728,1224,1185,39,4,2,2,5,2,6,1,5,2,7,3,0,0,0,0,0
2021,Dudley 027E,E01009729,1550,1488,62,10,2,3,5,1,2,5,6,12,15,1,0,0,0,0,0
2021,Dudley 028A,E01009720,1295,1251,44,6,3,2,1,0,5,2,6,8,9,0,0,2,0,0,0
2021,Dudley 028B,E01009723,1182,1154,28,7,1,0,1,1,0,0,8,3,3,2,1,1,0,0,0
2021,Dudley 028C,E01009724,1442,1415,27,6,3,2,4,0,1,2,1,2,4,2,0,0,0,0,0
2021,Dudley 028D,E01009730,1462,1416,46,9,3,2,2,1,3,5,7,5,9,0,0,0,0,0,0
2021,Dudley 029A,E01009903,1399,1380,19,5,2,0,1,0,3,1,2,1,2,2,0,0,0,0,0
2021,Dudley 029B,E01009904,1364,1328,36,7,3,2,4,0,0,2,6,5,6,1,0,0,0,0,0
2021,Dudley 029C,E01009909,1422,1377,45,10,5,2,2,0,1,4,6,8,7,0,0,0,0,0,0
2021,Dudley 029D,E01009910,1547,1521,26,2,1,0,2,0,1,2,4,3,9,0,1,1,0,0,0
2021,Dudley 030A,E01009793,1574,1452,122,21,6,8,10,1,9,9,21,9,25,1,2,0,0,0,0
2021,Dudley 030B,E01009794,1516,1362,154,20,11,9,16,3,7,8,18,23,34,3,0,2,0,0,0
2021,Dudley 030C,E01009797,1373,1252,121,11,9,7,16,2,5,8,22,15,22,4,0,0,0,0,0
2021,Dudley 030D,E01009801,1760,1641,119,16,11,4,11,3,7,12,21,9,18,4,1,2,0,0,0
2021,Dudley 031A,E01009721,2386,2266,120,15,4,5,5,2,5,13,22,25,22,1,0,1,0,0,0
2021,Dudley 031B,E01009725,1510,1423,87,12,5,3,5,3,6,4,12,19,16,1,1,0,0,0,0
2021,Dudley 031C,E01009726,1265,1217,48,9,3,2,2,0,3,0,12,6,8,2,0,0,1,0,0
2021,Dudley 031D,E01009834,1654,1493,161,18,7,12,19,6,7,10,29,19,25,8,1,0,0,0,0
2021,Dudley 032A,E01009833,1565,1136,429,60,25,16,46,7,20,38,75,56,68,16,0,1,0,0,1
2021,Dudley 032B,E01009835,1725,1426,299,28,18,12,28,4,19,28,73,38,37,10,1,2,1,0,0
2021,Dudley 032C,E01009869,1531,1453,78,7,3,5,4,0,5,5,18,12,12,5,0,2,0,0,0
2021,Dudley 032D,E01009870,1440,1382,58,4,3,0,2,0,4,5,10,12,13,3,1,1,0,0,0
2021,Dudley 033A,E01009809,1695,1532,163,18,20,8,22,4,4,12,26,23,18,8,0,0,0,0,0
2021,Dudley 033B,E01009813,1584,1439,145,20,9,8,11,3,3,10,31,14,27,9,0,0,0,0,0
2021,Dudley 033C,E01009861,1639,1527,112,8,8,2,16,4,9,6,17,14,19,8,0,1,0,0,0
2021,Dudley 033D,E01009862,1851,1701,150,18,18,4,15,3,6,13,16,23,29,5,0,0,0,0,0
2021,Dudley 033E,E01009863,1950,1813,137,17,7,2,11,2,9,11,22,20,28,6,1,1,0,0,0
2021,Dudley 033F,E01009868,1493,1351,142,18,5,6,13,4,2,8,27,24,23,9,0,1,2,0,0
2021,Dudley 034A,E01009734,1579,1470,109,9,4,3,10,5,7,9,21,16,21,1,2,1,0,0,0
2021,Dudley 034B,E01009735,1649,1572,77,17,0,1,4,2,5,5,17,15,7,3,1,0,0,0,0
2021,Dudley 034C,E01009736,1385,1317,68,13,1,4,2,0,5,3,15,11,12,2,0,0,0,0,0
2021,Dudley 034D,E01009737,1520,1439,81,9,4,2,10,0,4,6,27,8,5,5,0,1,0,0,0
2021,Dudley 034E,E01009738,1684,1536,148,14,17,9,13,5,10,10,26,13,24,4,1,1,1,0,0
2021,Dudley 035A,E01009856,2018,1799,219,29,7,7,10,4,6,11,60,45,35,4,1,0,0,0,0
2021,Dudley 035B,E01009905,1426,1373,53,7,2,1,6,1,3,3,13,6,8,3,0,0,0,0,0
2021,Dudley 035C,E01009906,1696,1585,111,16,5,3,6,2,6,5,16,17,24,7,2,1,1,0,0
2021,Dudley 035D,E01009907,1458,1373,85,24,6,1,9,2,1,6,11,7,15,2,1,0,0,0,0
2021,Dudley 035E,E01009908,1569,1518,51,8,2,1,1,0,3,6,12,8,10,0,0,0,0,0,0
2021,Dudley 036A,E01009800,1509,1409,100,16,4,6,8,1,5,11,21,10,13,3,0,2,0,0,0
2021,Dudley 036B,E01009802,1753,1612,141,24,2,1,19,0,22,16,24,13,12,8,0,0,0,0,0
2021,Dudley 036C,E01009803,1591,1501,90,15,7,3,13,3,3,7,9,12,18,0,0,0,0,0,0
2021,Dudley 036D,E01009804,1257,1195,62,6,0,2,8,2,0,9,11,12,7,2,0,1,2,0,0
2021,Dudley 037A,E01009831,1444,1370,74,11,5,4,4,0,1,7,15,14,11,2,0,0,0,0,0
2021,Dudley 037B,E01009836,1929,1432,497,47,30,22,51,9,17,33,104,66,89,21,3,5,0,0,0
2021,Dudley 037C,E01009837,1602,1242,360,34,26,15,30,15,11,25,59,44,52,48,0,1,0,0,0
2021,Dudley 037D,E01009838,1695,1566,129,15,6,2,10,2,2,7,29,25,26,3,1,1,0,0,0
2021,Dudley 038A,E01009847,1477,1453,24,6,3,1,3,0,1,1,2,5,2,0,0,0,0,0,0
2021,Dudley 038B,E01009848,1357,1308,49,14,3,3,5,0,1,5,2,6,9,1,0,0,0,0,0
2021,Dudley 038C,E01009849,1590,1546,44,12,4,2,1,1,0,2,10,7,5,0,0,0,0,0,0
2021,Dudley 038D,E01009851,1495,1461,34,6,4,0,1,1,2,0,9,4,5,1,0,0,1,0,0
2021,Dudley 039A,E01009732,1867,1678,189,37,18,5,26,0,7,10,31,19,26,8,1,1,0,0,0
2021,Dudley 039B,E01009733,1847,1524,323,32,20,11,39,9,18,12,57,54,56,7,4,3,1,0,0
2021,Dudley 039C,E01009739,1532,1434,98,8,6,3,11,3,3,3,22,12,18,8,1,0,0,0,0
2021,Dudley 039D,E01009799,1452,1403,49,8,1,0,1,3,1,4,10,9,11,1,0,0,0,0,0
2021,Dudley 039E,E01009805,1445,1376,69,10,3,5,4,0,3,7,13,5,16,3,0,0,0,0,0
2021,Dudley 039F,E01009806,1465,1403,62,12,2,3,6,2,4,2,7,10,9,3,0,2,0,0,0
2021,Dudley 040A,E01009854,1508,1422,86,14,5,3,9,2,6,4,12,11,17,3,0,0,0,0,0
2021,Dudley 040B,E01009857,1685,1537,148,21,8,6,16,3,5,8,28,23,27,1,0,1,1,0,0
2021,Dudley 040C,E01009858,1477,1387,90,20,5,1,11,0,1,1,21,10,15,3,0,1,1,0,0
2021,Dudley 040D,E01009859,1534,1446,88,14,9,8,9,2,4,5,8,14,12,1,0,2,0,0,0
2021,Dudley 041A,E01009845,1553,1462,91,15,3,5,10,4,2,9,18,12,11,2,0,0,0,0,0
2021,Dudley 041B,E01009846,1499,1443,56,12,8,0,9,2,0,1,6,3,9,0,5,0,1,0,0
2021,Dudley 041C,E01009850,1477,1413,64,12,4,7,3,0,3,1,9,9,11,4,0,1,0,0,0
2021,Dudley 041D,E01009852,1408,1347,61,16,3,2,6,0,4,4,8,9,7,0,0,1,1,0,0
2021,Dudley 042A,E01009832,1745,1578,167,7,16,3,14,2,4,15,53,18,24,9,0,2,0,0,0
2021,Dudley 042B,E01009853,1373,1326,47,7,9,1,2,0,1,4,7,5,8,2,1,0,0,0,0
2021,Dudley 042C,E01009855,1654,1501,153,13,12,6,11,4,11,9,33,24,27,1,0,2,0,0,0
2021,Dudley 042D,E01009860,1499,1393,106,9,4,3,10,5,10,10,16,12,16,11,0,0,0,0,0
2021,Dudley 043A,E01009807,1870,1810,60,4,3,5,2,0,6,7,10,8,11,3,0,1,0,0,0
2021,Dudley 043B,E01009808,1360,1314,46,9,2,1,3,1,1,2,9,6,9,3,0,0,0,0,0
2021,Dudley 043C,E01009810,1801,1710,91,13,7,1,5,0,8,7,11,16,18,3,2,0,0,0,0
2021,Dudley 043D,E01009811,1482,1428,54,10,4,1,8,1,1,2,11,4,10,2,0,0,0,0,0
2021,Dudley 043E,E01009812,1511,1458,53,10,3,2,1,2,4,3,14,5,5,4,0,0,0,0,0
2021,Sandwell 001A,E01010085,1838,1678,160,20,12,7,14,4,9,13,20,28,25,8,0,0,0,0,0
2021,Sandwell 001B,E01010086,1761,1531,230,35,7,5,27,3,4,16,54,34,33,11,1,0,0,0,0
2021,Sandwell 001C,E01010087,1667,1481,186,25,13,7,15,5,3,7,45,30,32,4,0,0,0,0,0
2021,Sandwell 001D,E01010088,1620,1400,220,16,12,7,28,3,11,15,32,32,48,13,1,2,0,0,0
2021,Sandwell 001E,E01010089,1876,1645,231,28,19,10,17,2,8,12,55,47,26,5,0,2,0,0,0
2021,Sandwell 002A,E01009969,2127,1721,406,35,18,23,30,15,26,36,102,41,57,15,7,1,0,0,0
2021,Sandwell 002B,E01009970,1818,1569,249,28,16,13,16,5,5,15,50,34,54,12,1,0,0,0,0
2021,Sandwell 002C,E01009971,1708,1484,224,26,11,6,18,3,6,9,47,31,59,5,0,3,0,0,0
2021,Sandwell 002D,E01009973,2401,1701,700,68,33,39,84,20,51,72,136,95,77,18,3,1,2,1,0
2021,Sandwell 003A,E01009960,1584,1423,161,21,8,7,15,0,4,8,24,23,38,4,4,4,1,0,0
2021,Sandwell 003B,E01009961,1237,1173,64,10,3,0,6,1,6,3,18,3,10,4,0,0,0,0,0
2021,Sandwell 003C,E01009966,1225,1095,130,10,8,3,10,4,4,8,24,24,24,11,0,0,0,0,0
2021,Sandwell 003D,E01009967,1881,1665,216,21,8,8,13,4,9,11,39,42,47,11,2,1,0,0,0
2021,Sandwell 003E,E01010092,1877,1605,272,29,11,11,27,5,11,15,53,35,54,17,3,1,0,0,0
2021,Sandwell 004A,E01009962,1364,1224,140,21,6,4,8,0,1,5,47,15,29,4,0,0,0,0,0
2021,Sandwell 004B,E01009963,1371,1232,139,18,8,3,8,1,7,8,26,15,35,8,1,1,0,0,0
2021,Sandwell 004C,E01009964,1630,1452,178,19,19,2,6,1,3,8,43,26,38,7,2,3,1,0,0
2021,Sandwell 004D,E01009965,1351,1204,147,16,8,2,9,1,3,8,26,28,38,6,0,2,0,0,0
2021,Sandwell 005A,E01010090,2125,1788,337,24,17,5,27,4,40,40,49,66,52,9,2,1,1,0,0
2021,Sandwell 005B,E01010091,1705,1385,320,45,23,15,22,1,16,31,60,44,47,13,1,2,0,0,0
2021,Sandwell 005C,E01010096,1817,1607,210,24,12,19,22,13,7,15,19,42,25,11,1,0,0,0,0
2021,Sandwell 005D,E01010097,1905,1678,227,23,9,8,14,6,20,17,47,22,34,18,7,2,0,0,0
2021,Sandwell 006A,E01009968,1535,1289,246,29,13,6,27,7,12,26,52,35,28,4,2,2,3,0,0
2021,Sandwell 006B,E01009972,1915,1658,257,33,14,11,26,8,10,16,55,35,38,7,3,1,0,0,0
2021,Sandwell 006C,E01009974,1680,1398,282,22,16,18,32,9,10,19,73,38,31,9,2,3,0,0,0
2021,Sandwell 006D,E01009975,1693,1424,269,36,15,8,33,8,9,26,59,36,30,8,0,1,0,0,0
2021,Sandwell 007A,E01010030,1740,1510,230,28,17,2,23,5,14,6,26,41,45,20,0,2,1,0,0
2021,Sandwell 007B,E01010034,1236,1170,66,4,1,4,5,1,4,8,14,12,8,4,1,0,0,0,0
2021,Sandwell 007C,E01010035,1331,1243,88,10,3,6,12,2,5,8,15,13,6,3,4,1,0,0,0
